SiteCode,SiteName,Latitude,Longitude,LocalAuthorityID,SiteClassification,HeadHeight,ToRoad,SiteLocationType,Indoor,SitePhotoURL,SiteDescription,SleepTime,BatteryStatus,BatteryPercentage,SignalStrength,SensorsHealthStatus,OverallStatus,DeviceCode,StartDate,EndDate,LastCommunication,InputPowerError,InputPowerCurrent,InputPowerVoltage,InputBatteryError,InputBatteryVoltage,ChargingStatus,SignalQuality,BatterySleepMultiplier,WeatherError,PMError,NO2Error,LatestINO2Value,LatestINO2Index,LatestINO2IndexSource,LatestIPM10Value,LatestIPM10NUMValue,LatestIPM1Value,LatestIPM1NUMValue,LatestIPM25Value,LatestIPM25Index,LatestIPM25IndexSource,LatestIPM25NUMValue,LatestRELHUMValue,LatestTEMPERATValue,SiteActive,SiteGroup,PowerTag,Enabled,OtherTags,OrganisationName,SponsorName,HourlyBulletinEnd
CLDP0109,Whipps Cross/ A12 Cambridge Park Road,51.57222366333008,0.018234500661492348,,Roadside,2.5999999046325684,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/0e825ca16b2649832fe5ebd32533498d012f11ac0a475d89147b67ac9d088c43,This Node is located alongside the A12 with residential properties behind and is a specific area of interest for the GLA.,300.0,charging,96.0,4-excellent,OK,healthy,A9NGLD97,2021-07-16T15:00:51.867Z,,2023-12-14T12:24:23.357Z,0,29,4.364190101623535,0,4.0020527839660645,2,29,1,0.0,0.0,0.0,,,,,,,,7.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Hotspot, Solar300, TfL, V1, Waltham Forest",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0110,A40 Western Avenue / Old Oak Common Lane,51.5140380859375,-0.24929149448871613,,Roadside,2.5,1.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/7eb73f71e59bd3bfdb2e27e8a7dade00f6d921bb737a3bc59aaef797887e5c9b,This Node is located alongside the A40  close to the junction with Old Oak Common Lane.  The surrounding area has multiple shops and is also a major pedestrian crossing point for both roads.  There are residential properties along the rest of this stretch of the A40  and is a specific area of interest for the GLA.,1200.0,charging,90.0,4-excellent,OK,healthy,A4R67DLC,2021-07-16T15:05:52.507Z,,2023-12-14T11:20:53.573Z,0,43,4.532450199127197,0,3.8580539226531982,2,31,4,0.0,0.0,0.0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Ealing, Hotspot, Solar300, TfL, V1",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0111,Marylebone Road / Baker Street,51.522308349609375,-0.1579654961824417,,Roadside,2.5,2.799999952316284,,0,,"This Node is located  at the junction of Baker Street and Marylebone Road just outside the Baker Street Underground station.  With tourist attractions, businesses and the University of Westmnster  close by there is significant foot fall at this crossing point/exiting the station and is a specific area of interest for the GLA.",1200.0,charging,92.0,4-excellent,OK,healthy,AGW3DV5P,2021-07-16T15:09:54.287Z,,2023-12-14T07:32:29.370Z,0,0,0.0,0,3.8724539279937744,7,31,4,0.0,0.0,0.0,,,,,,,,9.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Hotspot, Solar300, TfL, V1, Westminster",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0112,Byward Street / Great Tower Street,51.50968933105469,-0.07989025115966797,,Roadside,2.5999999046325684,1.059999942779541,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/98e8e87f7276dee95a68646af4b82d32cdaf39a1720451c1af9ed49bafe097d0,This Node is located alongside Byward Street close to the junction with Great Tower Street.  The surrounding area has many businesses and this area has significant footfall.  The immdiate area has a number of retail and food outlets and is a specific area of interest for the GLA.,4800.0,charging,90.0,4-excellent,OK,healthy,AKXYN3CW,2021-07-16T15:12:05.717Z,,2023-12-14T07:35:04.660Z,0,0,0.0,0,3.8403310775756836,7,31,16,0.0,0.0,0.0,,,,,,,,,,,,,,1,GLA,Solar,Y,"City of London, Deployed, Hotspot, Solar300, TfL, V1",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0113,Hogarth Roundabout - Great West Road Chiswick,51.486629486083984,-0.25255149602890015,,Roadside,2.5999999046325684,2.200000047683716,,0,,"This Node is located alongside the A4  at Hogarth Roundabout.  It is located on the south side outside residential properties and a pub , and is at a pedestrian crossing point for the roads.   This part of the A4  is a specific area of interest for the GLA",1200.0,charging,92.0,4-excellent,OK,healthy,AZNVQGSZ,2021-07-16T15:07:23.947Z,,2023-12-14T10:01:03.623Z,0,37,4.536370277404785,0,3.8790998458862305,2,31,4,0.0,0.0,0.0,,,,,,,,8.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Hotspot, Hounslow, Solar300, TfL, V1",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0114,Martin Primary School-Playground,51.595008850097656,-0.1688162237405777,,Urban Background,2.299999952316284,28.0,School,0,,"This Node is located within the front playground at Martin Primary School, East Finchley, N2 9JP close to the A1000/High Road. The A1000/High Road is a well-known source of air pollution due to traffic, and runs along the western boundary of the playground. This monitor will provide information on the potential level of exposure to air pollution for those using the playground (children, parents, and school staff), as well as the potential air quality impacts of the new A1000 cycle lane.",1200.0,charging,93.0,4-excellent,OK,healthy,AJV35PYC,2021-07-21T09:24:09.543Z,,2023-12-14T07:54:24.427Z,0,0,0.0,0,3.9023611545562744,7,21,1,0.0,0.0,0.0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Barnet, Deployed, Solar300, V1",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0115,Peareswood Primary School - Bexley,51.475486755371094,0.1818699985742569,,Roadside,4.0,2.5,School,0,,This Node has been installed in Bexley’s “Focus Area” immediately outside a local Primary School.  The sensor lies 56m to the East of the A206.  The location is intended to be analogous to air pollution concentrations in the primary school playground.,1200.0,charging,92.0,4-excellent,OK,healthy,AXR7TGKK,2021-07-23T11:26:00.883Z,,2023-12-14T09:55:26.147Z,0,0,4.2841901779174805,0,3.8790998458862305,2,31,4,0.0,0.0,0.0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Bexley, Deployed, Solar300, V1",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0116,Chrisp Street Market - Tower Hamlets,51.512542724609375,-0.013947016559541225,,Roadside,2.509999990463257,0.8500000238418579,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/acfe9bf6ef116e213e9a3b8ab09c5fab93a92edf2fc002ed3e7978b119daac81,"Chrisp street has been chosen as location for one of the Breathe London Network nodes, because Chrisp market is one of the key areas of the Tower Hamlets Business Low Emissions Neighbourhood (BLEN). The BLEN aims to address environmental and air quality issues, which is of the utmost importance for BID businesses. Around the Chrisp market area, an electric cargo bike will be implemented for businesses.",4800.0,charging,91.0,4-excellent,OK,healthy,AYYD87P4,2021-07-23T12:28:39.590Z,,2023-12-14T09:34:01.827Z,0,0,0.0,0,3.866915464401245,7,31,16,0.0,0.0,0.0,,,,,,,,,,,,,,1,GLA,Solar,Y,"BLEN, Deployed, Solar300, Tower Hamlets, V1",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0117,Blackhorse Lane & Forest  -Waltham Forest,51.58732986450195,-0.040321752429008484,,Urban Background,3.0,5.400000095367432,,0,,,1200.0,charging,93.0,4-excellent,OK,healthy,AL19S6YZ,2021-07-30T14:20:11.300Z,,2023-12-14T07:53:36.617Z,0,0,0.0,0,3.8946075439453125,7,31,4,0.0,0.0,0.0,52.0,1.0,Measurement,,,,,10.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Solar300, V1, Waltham Forest",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0118,Church Lane -Waltham Forest,51.568443298339844,0.009454154409468174,,Roadside,2.700000047683716,0.800000011920929,,0,,,1200.0,charging,91.0,4-excellent,OK,healthy,ALQ2MZ40,2021-07-30T14:20:11.300Z,,2023-12-14T08:20:25.283Z,0,0,0.0,0,3.866915464401245,7,30,4,0.0,0.0,0.0,,,,,,,,7.0,1.0,Measurement,,,,1,GLA,Solar,Y,"BLEN, Deployed, Solar300, V1, Waltham Forest",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0119,366 North End Road - H&F,51.48123550415039,-0.19929300248622894,,Roadside,3.0,0.30000001192092896,,0,,,1200.0,charging,88.0,4-excellent,OK,healthy,AHPXP1JB,2021-07-23T07:34:39.563Z,,2023-12-14T07:35:13.170Z,0,0,0.0,0,3.8192851543426514,7,31,4,0.0,0.0,0.0,,,,,,,,9.0,1.0,Measurement,,,,1,GLA,Solar,Y,"BLEN, Deployed, Hammersmith and Fulham, Solar300, V1",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0120,313-321 North End Road -H&F,51.48541259765625,-0.20248499512672424,,Roadside,3.0,0.30000001192092896,,0,,,1200.0,charging,92.0,4-excellent,OK,healthy,AS8C020M,2021-07-23T08:04:24.237Z,,2023-12-14T09:10:48.467Z,0,0,4.284130573272705,0,3.8868536949157715,2,31,4,0.0,0.0,0.0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Hammersmith and Fulham, Solar300, V1",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0121,Redbridge Ley Street BLEN,51.56972885131836,0.0836748480796814,,Roadside,2.700000047683716,0.5,,0,,"This Node is located within Redbridge's Business Low Emission Neighbourhood on Ley Street opposite the transport depot and is just north of Seven King's Primary School.

Originally located on the west side of LeyStreet , about 60m north of this location, it was moved to the east side to give a better location for the solar panel operation.",,charging,97.0,4-excellent,,healthy,A6GQYPB5,2021-07-20T09:10:02.543Z,,2023-12-14T11:49:46.900Z,0,53,4.524549961090088,0,4.015344619750977,2,31,1,0.0,0.0,0.0,,,,,,,,8.0,1.0,Measurement,,,,1,GLA,Solar,Y,"BLEN, Deployed, Redbridge, Solar300, V1",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0122,Middlesex Street Estate,51.51587677001953,-0.07649900019168854,,Urban Background,2.0,35.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/af9805ff046a879651703934f11e11c121f0ea729740986a43348dbee85455d0,"This Node is in the middle of the Middlesex Street Estate, a Corporation of London housing estate comprising approximately 280 residential flats. 
Residents are of all ages, from newborns to centenarians and some have lived on the estate for around 40 years. The flats are built around and overlook a Podium; windows facing the podium are opened to provide ventilation to the flats. Within a short walk, the Estate is surrounded by major roads including Bishopsgate, Hounditch, Commercial Street and Aldgate High Street.
Residents said that they are very interested to monitor the air quality 'as they are breathing the local air 24/7. This is in contrast to City workers who typically are in the area up to 8 hours a day and up to five days a week and many of them spend most of that time in air conditioned offices.’",4800.0,charging,92.0,4-excellent,OK,healthy,A30RL2YP,2021-08-04T08:51:24.460Z,,2023-12-14T10:21:22.273Z,0,52,4.540530204772949,0,3.8879613876342773,2,31,16,0.0,0.0,0.0,,,,,,,,,,,,,,1,GLA,Solar,Y,"City of London, Deployed, Solar300, V1",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0123,Bedford Hill - Wandsworth,51.444454193115234,-0.1507532149553299,,Roadside,2.5999999046325684,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/ebedd25970d523213d15272f20f456fbdd19ea6ca9c0c5a8126bc14a6089914b,"This Node was deployed on Bedford Hill, a location chosen by the Wandsworth Environment Forum.",4800.0,charging,88.0,4-excellent,OK,healthy,ASYGC6ST,2021-08-17T14:19:58.600Z,,2023-12-14T08:29:50.457Z,0,0,0.0,0,3.823715925216675,7,30,16,0.0,0.0,0.0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Solar300, V1, Wandsworth",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0124,"George Street, Richmond",51.461055755615234,-0.304014652967453,,Roadside,2.5999999046325684,0.699999988079071,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/81cb81fa2d8571e4dce8ccdd47dddf27d5728fb56d41eca8086684cfd84680f7,"Richmond is probably considered the main town centre for the London Borough of Richmond upon Thames and, despite many actions to reduce pollution, records the highest levels of NO2 in the borough. The vibrant George Street, is part of the main shopping area where shoppers and workers may spend several hours outside. This is the first of many Breathe London Nodes to be installed in the borough to try and give everyone an idea of levels of pollutant in real time.",4800.0,charging,90.0,4-excellent,OK,healthy,ANTLJ53X,2021-08-31T15:26:07.493Z,,2023-12-14T08:14:41.463Z,0,0,0.0,0,3.8569462299346924,7,28,16,0.0,0.0,0.0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Richmond upon Thames, Solar300, V1",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0125,Silvertown Tunnel access corridor  - Silvertown Way,51.5140495300293,0.009119999594986439,,Roadside,3.0,1.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/f6d4388f72d10874b5083512d13fb363edab95024648a7842a585acaf43abaeb,"This Node has been placed close to a masterplan redevelopment area with high density residential development near to completion on each side of the access road (Silvertown Way).  
A residential street canyon is forming on the northern approach road to the Silvertown Tunnel (which is currently under construction, due for completion in 2023). Once the tunnel is open, the traffic volume and the risk of exposure to poor air quality for new residents will increase. The monitor could report on pre and post construction air quality concentrations to feed into the decision making for any mitigation requirements.",300.0,charging,93.0,4-excellent,OK,healthy,APZDLCWL,2021-09-09T14:10:40.517Z,,2023-12-14T08:48:54.740Z,0,0,0.0,0,3.904576539993286,7,31,1,0.0,0.0,0.0,,,,,,,,8.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Newham, Solar300, V1",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0126,Poverest Allotments,51.385276794433594,0.10000000149011612,,Urban Background,1.5,107.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/5b5b1b6baea46e280c4ae34a20a8cac40f258a9d123903bb1915d73b4027bc60,"This is one of nine Nodes  deployed at locations which are expected to have low pollution levels but which are representative of large areas  around them.  This provides balance across the network with many other Nodes being at higher pollution locations.

Poverest Allotments  kindly agreed to host this Node on their site.  This location not only represents the pollution levels at the allotments, with over 100 members spending considerable time there, but also represents the residents around and those using Poverest park and recreation ground.",1200.0,charging,93.0,4-excellent,OK,healthy,A3ZKYBXJ,2021-09-06T11:00:00.000Z,,2023-12-14T11:14:46.097Z,0,181,4.5218400955200195,0,3.9101150035858154,2,24,4,0.0,0.0,0.0,27.0,1.0,Measurement,,,,,9.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Bromley, Coldspot, Deployed, Solar300, V1",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0127,"Wembley High Road, Cafe Quarter",51.55361557006836,-0.2909820079803467,,Roadside,2.4000000953674316,0.3700000047683716,,0,https://upload-service-uploads-prd.s3.amazonaws.com/4a7e999b-c179-4aff-b055-e06d9cd6ab4c.jpg,"The Node was located in the Cafe Quarter along Wembley High Road (between Park Lane and Cecil Avenue) because the area is earmarked for some public realm improvement over the next couple of years. It is also one of the more polluted high streets in the borough so assessing any change here, and measuring particulate matter, will be beneficial.",4800.0,charging,26.0,4-excellent,OK,healthy,ANXNLK37,2023-03-13T18:00:00.000Z,,2023-12-14T08:27:37.470Z,0,1,10.274311065673828,0,3.421692132949829,7,31,16,0.0,0.0,0.0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Brent, Deployed, Replacement, Solar300, V2",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0128,"Carlton Vale Road, Kilburn Park School",51.5326042175293,-0.19963300228118896,,Roadside,2.4000000953674316,2.799999952316284,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/5d2288af30a7dc135de5817480da699c418b2eaf7741d4284ea61839a82caadf,"The Node is located outside Kilburn Park School, on the opposite side of the road to avoid the trees immeidately outside the school which would block the light to the solar panel.  There is no monitoring along this road at present (nor in the nearby area) and along this road are two schools and a public playground so it is a good location for measuring exposure at several receptors.",1200.0,charging,93.0,4-excellent,OK,healthy,AYQD3N97,2021-09-02T11:00:00.000Z,,2023-12-14T10:10:20.193Z,0,63,4.5526299476623535,0,3.900146007537842,2,31,4,0.0,0.0,0.0,,,,,,,,11.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Brent, Deployed, Solar300, V1",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0129,Ampthill Square Estate,51.531307220458984,-0.1377144455909729,,Roadside,3.5,3.3499999046325684,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/7a8d7f62b344e83f4ce787649f2ecc9f546b94bfb2bb167cedac5ce3cf8e3679,"The Node is located between residential flats and the HS2 route, beside a small residents car park. The sensor was installed here because of local residential concerns raised with Camden Council regarding the HS2 demolition and construction works ongoing in the area.",4800.0,discharging normally,78.0,4-excellent,OK,healthy,AH77XTQF,2021-08-24T10:04:44.050Z,,2023-12-14T07:28:28.383Z,0,0,0.0,0,3.7173783779144287,7,31,16,0.0,0.0,0.0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Camden, Deployed, Solar300, V1",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0130,Cat Hill Allotments,51.64500045776367,-0.15879499912261963,,Roadside,2.4000000953674316,0.6000000238418579,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/1a0d1ede7f1bba0564dc4339c28a05003a42d188865d90ac36c914f33fff46e8,"This is one of nine Nodes deployed at locations which are expected to have low pollution levels but which are representative of large areas  around them.  This provides balance across the network with many other Nodes being at higher pollution locations.

East Barnet Allotments and Gardens Association kindly agreed to host this Node on their site at Cat Hill Allotments  .  This location not only represents the pollution levels at the 9 acre allotments where many residents spend their time but also represents the residential addresses  around and several near by schools; Dane Grove Primary , East Barnet School and the Hellenic School of High Barnet.",1200.0,charging,92.0,4-excellent,OK,healthy,AV332V37,2021-09-04T10:22:12.173Z,,2023-12-14T09:22:18.977Z,0,0,0.0,0,3.896822929382324,7,24,4,0.0,0.0,0.0,,,,,,,,11.0,1.0,Measurement,,,,1,GLA,Solar,N,"Barnet, Coldspot, Deployed, Solar300, V1",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0131,All Saints,51.41785430908203,-0.1871269941329956,,Urban Background,2.5999999046325684,3.0,School,0,https://upload-service-uploads-prd.s3.amazonaws.com/7671369c-e97c-4048-bb08-8078a7d0a417.jpg,This Node is installed within the play ground of All Saints' C of E Primary School on Victoria Road in Merton as part of their schools AQ monitoring program.,1200.0,charging,92.0,4-excellent,OK,healthy,AY4JNFF7,2023-09-26T13:00:00.000Z,,2023-12-14T09:52:42.247Z,0,10,16.038150787353516,0,3.8821120262145996,2,25,4,0.0,0.0,0.0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Merton, Replacement, Solar300, V2",Mayor of London,Mayor of London,Dec 14 2023  3:00PM
CLDP0132,Carshalton Boys Sports College - North,51.37862014770508,-0.1766899973154068,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/98dd3171ba8a535584f1470fc7930fd362e4c50bf74f3541cd8febd04679a5f4,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.
This Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",1200.0,charging,92.0,4-excellent,OK,healthy,AS7M2WNZ,2021-09-10T09:39:41.627Z,,2023-12-14T08:55:24.360Z,0,0,0.0,0,3.8713462352752686,7,30,4,0.0,0.0,0.0,,,,,,,,,,,,,,1,SLP-Sutton,Solar,Y,"Deployed, Group was labelled SLP-Kingston, Phase 2, Solar300, South London Partnership, Sutton, V1",South London Partnership,South London Partnership,Dec 14 2023  3:00PM
CLDP0133,Bandon Hill Primary and Sherwood Hill - Carshalton,51.356971740722656,-0.15721000730991364,,Roadside,2.5,1.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/22d5a82130deeae00852495c4603a1b104d83dc9fa1e0d44b8a6eccc5d8971b8,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.
This Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",1200.0,charging,92.0,4-excellent,OK,healthy,AS9SXGRD,2021-09-10T09:00:18.310Z,,2023-12-14T08:57:46.023Z,0,1,4.328000068664551,0,3.8790998458862305,2,27,4,0.0,0.0,0.0,,,,,,,,,,,,,,1,SLP-Sutton,Solar,Y,"Deployed, Group was labelled SLP-Kingston, Phase 2, Solar300, South London Partnership, Sutton, V1",South London Partnership,South London Partnership,Dec 14 2023  3:00PM
CLDP0134,Robin Hood Juniors - Sutton,51.36526870727539,-0.19641999900341034,,Roadside,,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/ef7926abcfd2b7562e1f58619737931fe4b7f11553971983f9d6ec0cc793aee4,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.
This Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",1200.0,charging,92.0,4-excellent,OK,healthy,AX3083FB,2021-09-10T10:10:23.213Z,,2023-12-14T09:20:07.290Z,0,34,4.504360198974609,0,3.875777006149292,2,31,4,0.0,0.0,0.0,,,,,,,,7.0,1.0,Measurement,,,,1,SLP-Sutton,Solar,Y,"Deployed, Group was labelled SLP-Kingston, Phase 2, Solar300, South London Partnership, Sutton, V1",South London Partnership,South London Partnership,Dec 14 2023  3:00PM
CLDP0135,Carshalton Boys Sports College - South,51.3779296875,-0.17428000271320343,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/402ba36da0a4bfbfa522bd3c981d841dcd1a551582ba90ac8a34ab08d47cba41,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.
This Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",1200.0,charging,93.0,4-excellent,OK,healthy,AB0LX8JC,2022-09-13T14:09:44.747Z,,2023-12-14T07:08:47.273Z,0,0,0.0,0,3.890176773071289,7,28,4,0.0,0.0,0.0,,,,,,,,9.0,1.0,Measurement,,,,1,SLP-Sutton,Solar,Y,"Deployed, Group was labelled SLP-Kingston, Phase 2, Replacement, Solar300, South London Partnership, Sutton, V1",South London Partnership,South London Partnership,Dec 14 2023  3:00PM
CLDP0136,"Kew Rd, Richmond, nr taxi rank/opposite Richmond station",51.46399688720703,-0.30159565806388855,,Roadside,2.5999999046325684,3.299999952316284,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/e45fff420772507c419a2022f5715a1ec28be9f604f0423106b38add97361541,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.
This Node has been deployed along with a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",1200.0,discharging normally,93.0,4-excellent,OK,offline,A91M6XL5,2023-01-05T23:15:00.000Z,,2023-12-01T16:25:18.630Z,0,0,0.0,0,3.920084238052368,7,31,4,0.0,0.0,0.0,,,,,,,,,,,,,,1,SLP-Richmond,Solar,Y,"Deployed, Redeployed, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Dec 14 2023  3:00PM
CLDP0137,Cheam Fields Primary,51.36585235595703,-0.22032299637794495,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/84ec63157bc370307440a8c2405358a8a5815ab83c17a95402138a6023f19f7c,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.
This Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",1200.0,charging,92.0,4-excellent,OK,healthy,A6WG76WH,2021-09-16T09:02:57.430Z,,2023-12-14T11:41:26.917Z,0,42,4.528470516204834,0,3.889069080352783,2,31,4,0.0,0.0,0.0,,,,,,,,7.0,1.0,Measurement,,,,1,SLP-Sutton,Solar,Y,"Deployed, Group was labelled SLP-Kingston, Phase 2, Solar300, South London Partnership, Sutton, V1",South London Partnership,South London Partnership,Dec 14 2023  3:00PM
CLDP0138,"High St, Hampton Hill, opposite j/w Windmill Rd.",51.42570495605469,-0.35690411925315857,,Roadside,2.299999952316284,1.7000000476837158,,0,,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.
This Node has been deployed along with a Vivacity traffic intelligence unit to relate changes in traffic to air quality. This site was closed on 5th January 2023",300.0,,,,,,A1BYHS2K,2021-09-20T21:06:16.547Z,2023-01-05T22:41:00.000Z,,0,41,4.516420364379883,0,3.8779921531677246,2,29,16,0.0,0.0,0.0,,,,,,,,,,,,,,0,SLP-Richmond,Solar,Y,"Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Dec 14 2023  3:00PM
CLDP0139,"Park Rd, Hampton Hill, nr j/w High St, TW11,",51.42922592163086,-0.35474058985710144,,Roadside,2.200000047683716,0.6000000238418579,,0,,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.
This Node has been deployed along with a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",1200.0,charging,92.0,4-excellent,OK,healthy,A2HGRKBL,2021-09-20T20:49:06.003Z,,2023-12-14T11:10:40.290Z,0,26,4.332210063934326,0,3.8846383094787598,2,26,4,0.0,0.0,0.0,,,,,,,,9.0,1.0,Measurement,,,,1,SLP-Richmond,Solar,Y,"Deployed, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Dec 14 2023  3:00PM
CLDP0140,"South Rd, outside Lidl, nr j/w Wellington/Hampton Rd TW2",51.43558120727539,-0.34888768196105957,,Roadside,2.5,1.100000023841858,,0,,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.
This Node has been deployed along with a Vivacity traffic intelligence unit to relate changes in traffic to air quality. This site was closed on 5th January 2023",300.0,,,,,,A4WS7Z43,2021-09-20T20:27:57.523Z,2023-01-05T00:00:00.000Z,,0,0,0.0,0,4.030852317810059,7,31,1,0.0,0.0,0.0,,,,,,,,,,,,,,0,SLP-Richmond,Solar,Y,"At WC, Closed, LG17, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Dec 14 2023  3:00PM
CLDP0141,"RFU Stadium, Whitton Rd j/w A316",51.45442199707031,-0.338166207075119,,Roadside,2.200000047683716,0.6000000238418579,,0,,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.
This Node has been deployed along with a Vivacity traffic intelligence unit to relate changes in traffic to air quality. This site was closed on 5th January 2023",300.0,,,,,,A91M6XL5,2021-09-20T22:09:41.197Z,2023-01-05T22:40:00.000Z,,0,0,0.0,0,3.920084238052368,7,31,4,0.0,0.0,0.0,,,,,,,,,,,,,,0,SLP-Richmond,Solar,Y,"Deployed, Redeployed, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Dec 14 2023  3:00PM
